,■ 欢迎使用匿名科创地面站!!  匿名科创: www.anotc.com  匿名论坛: www.anobbs.com ■
GYR_X,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
0,
0,
0,
0,
0,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
-1,
-1,
0,
0,
0,
0,
-1,
-1,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
0,
0,
1,
1,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
-1,
-1,
0,
0,
0,
-1,
-1,
0,
0,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
0,
0,
0,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
-1,
0,
0,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
-1,
0,
0,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
0,
0,
0,
0,
0,
-1,
-1,
0,
0,
0,
0,
0,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
0,
0,
0,
0,
0,
-1,
-1,
-1,
0,
0,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
0,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
-3,
-3,
2,
2,
2,
-67,
-67,
-67,
-67,
-417,
-417,
-681,
-681,
-1405,
-1405,
-1405,
-2913,
-2913,
-4718,
-4718,
-4718,
-3982,
-3982,
-2453,
-2453,
-2453,
-1499,
-1499,
-1379,
-1379,
-1379,
-1626,
-1626,
446,
446,
446,
4626,
7312,
7312,
7312,
8626,
8626,
9580,
9580,
9214,
9214,
9214,
7940,
7940,
7940,
4395,
4395,
-5,
-5,
-4318,
-4318,
-4318,
-6700,
-6700,
-7888,
-7888,
-8886,
-8886,
-8886,
-8547,
-8547,
-6728,
-6728,
-6728,
-6728,
-4246,
-4246,
-4246,
-4738,
-4738,
-4965,
-4965,
-4965,
-4445,
-4445,
-3205,
-3205,
-2161,
-2161,
-2161,
-1001,
-1001,
1980,
1980,
1980,
6161,
6161,
8777,
8777,
8777,
9965,
9965,
9965,
11490,
11490,
13068,
13068,
10057,
10057,
10057,
2818,
2818,
-1507,
-1507,
-2382,
-2382,
-2382,
-2461,
-2461,
-3248,
-3248,
-3248,
-4918,
-4918,
-6908,
-6908,
-6908,
-7918,
-7918,
-8143,
-8143,
-8143,
-8406,
-8406,
-8844,
-8844,
-8844,
-6602,
-6602,
-6602,
-4573,
-4573,
-1931,
-1931,
-1931,
-982,
-982,
-552,
-552,
-552,
-182,
-182,
1591,
1591,
4115,
4115,
4115,
6334,
6334,
6329,
6329,
6149,
6149,
7380,
7380,
9016,
9016,
9016,
9564,
9564,
9396,
9396,
9396,
8309,
8309,
6937,
6937,
4379,
4379,
2654,
2654,
2654,
1077,
1077,
-593,
-593,
-593,
-2035,
-2035,
-4804,
-4804,
-9383,
-9383,
-9383,
-9766,
-9766,
-9766,
-7771,
-7771,
-7184,
-7184,
-7184,
-7739,
-7739,
-8098,
-8098,
-7574,
-7574,
-7574,
-6683,
-5999,
-5999,
-5999,
-5217,
-5217,
-3931,
-3931,
-2045,
-2045,
-2045,
-113,
-113,
2385,
2385,
2385,
4604,
4604,
5434,
5434,
5434,
6505,
8199,
8199,
8199,
10382,
10382,
12486,
12486,
13069,
13069,
13230,
13230,
13230,
11941,
11941,
7684,
7684,
1428,
1428,
1428,
-1581,
-1581,
-1668,
-1668,
-1668,
-1668,
-2644,
-2644,
-2644,
-6051,
-6051,
-7149,
-7149,
-6974,
-6974,
-6974,
-7161,
-7161,
-7872,
-7872,
-8968,
-8968,
-8968,
-10189,
-10189,
-10189,
-9007,
-7723,
-7723,
-7723,
-6350,
-6350,
-5072,
-5072,
-3632,
-3632,
-3632,
-1409,
-1409,
-1409,
1160,
1160,
2851,
2851,
2851,
4669,
4669,
4669,
5862,
5862,
6431,
6431,
6480,
6480,
6480,
5348,
5348,
3353,
3353,
2273,
2273,
2273,
1893,
1893,
1631,
1631,
1631,
2133,
2133,
2133,
2760,
2760,
4103,
4103,
5216,
5216,
5216,
7757,
7757,
9510,
9510,
8674,
8674,
8674,
5461,
1995,
1995,
1087,
1087,
1087,
831,
831,
831,
-403,
-913,
-913,
-913,
-1907,
-1907,
-1907,
-4346,
-4346,
-6654,
-6654,
-6654,
-8927,
-8927,
-9709,
-9709,
-9709,
-8899,
-8899,
-8359,
-8359,
-8359,
-8763,
-8280,
-8280,
-8280,
-7037,
-7037,
-4182,
-4182,
-1604,
-1604,
-1604,
-1604,
622,
622,
2146,
2146,
2146,
5398,
5398,
9118,
9118,
12247,
12247,
12247,
13025,
13025,
12449,
12449,
10798,
10798,
10798,
7669,
7669,
3713,
3713,
508,
508,
508,
314,
314,
1310,
1310,
1424,
1424,
1424,
286,
286,
-935,
-935,
-3335,
-3335,
-3335,
-6611,
-6611,
-8961,
-8961,
-8961,
-9925,
-9925,
-9618,
-9618,
-8720,
-8720,
-8337,
-8337,
-8337,
-8074,
-8074,
-6821,
-6821,
-6821,
-6821,
-3690,
-3690,
-3690,
-842,
-842,
1855,
1855,
1855,
4773,
4773,
7975,
7975,
7975,
11407,
11407,
12481,
12481,
12481,
12104,
12104,
12104,
11589,
11589,
9713,
9713,
4028,
4028,
-1427,
-1427,
-1427,
-3306,
-3306,
-3192,
-3192,
-3192,
-3072,
-3072,
-4839,
-4839,
-7468,
-7468,
-7468,
-8607,
-8607,
-7361,
-7361,
-7361,
-6707,
-6707,
-6707,
-8962,
-8962,
-9551,
-9551,
-7371,
-7371,
-7371,
-825,
-825,
3686,
3686,
3686,
3686,
4252,
4252,
5111,
5111,
5111,
7975,
7975,
7975,
8677,
7786,
7786,
7786,
6479,
6479,
4690,
4690,
1907,
1907,
1907,
-1067,
-1067,
-2502,
-2502,
-3129,
-3129,
-3129,
-2374,
-2374,
-1481,
-1481,
-1481,
-355,
-355,
-355,
578,
298,
298,
298,
-183,
-183,
-596,
-596,
-645,
-645,
-645,
-454,
-454,
-468,
-468,
-468,
-893,
-893,
-199,
-199,
-199,
2,
-37,
-37,
-37,
-37,
79,
79,
179,
179,
179,
162,
162,
117,
117,
87,
87,
66,
66,
66,
68,
68,
244,
244,
121,
121,
121,
23,
0,
0,
0,
-1,
-1,
0,
0,
2,
2,
2,
4,
4,
3,
3,
3,
-8,
-8,
0,
0,
0,
0,
0,
-1,
-1,
-1,
0,
0,
0,
0,
0,
